展示最近9条实时数据。	select * from t_rt_data order by t_rt_data.Id desc limit 9 ;
告诉我每个不同的单位对应变量的最小高报值。	select min ( t_rt_info.Upper_limit ) from t_rt_info group by t_rt_info.Tag_unit ;
查询对于每种单位，变量的高报的最小值。	select min ( t_rt_info.Upper_limit ) from t_rt_info group by t_rt_info.Tag_unit ;
告诉我所有不同的单位包含的变量的最大低报警线。	select max ( t_rt_info.Lower_limit ) from t_rt_info group by t_rt_info.Tag_unit ;
按照单位的不同，列举每个单位中最高的低报阈值。	select max ( t_rt_info.Lower_limit ) from t_rt_info group by t_rt_info.Tag_unit ;
哪些以流量作为单位的位号有高报和低报？	select * from t_rt_info where t_rt_info.Tag_unit = 'flow' and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
哪些以转速作为单位的位号有高报和低报？	select * from t_rt_info where t_rt_info.Tag_unit = 'spee' and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
调取单位是流量并且同时有高报阈值和低报阈值的变量。	select * from t_rt_info where t_rt_info.Tag_unit = 'flow' and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
调取单位是密度并且同时有高报阈值和低报阈值的变量。	select * from t_rt_info where t_rt_info.Tag_unit = 'density' and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
所有数据里总共有多少种不同的单位？	select count ( distinct t_rt_info.Tag_unit ) from t_rt_info ;
统计位点定义表中不同单位的个数。	select count ( distinct t_rt_info.Tag_unit ) from t_rt_info ;
按出现次数由多到少把所有不同的单位进行排序。	select t_rt_info.Tag_unit from t_rt_info group by t_rt_info.Tag_unit order by count ( * ) desc ;
按出现次数降序将单位排序输出。	select t_rt_info.Tag_unit from t_rt_info group by t_rt_info.Tag_unit order by count ( * ) desc ;
按在关键变量中的出现次数，将变量的单位按降序排列。	select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_unit order by count ( * ) desc ;
根据在关键位号中出现次数由多到少的顺序将不同的单位排序。	select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_unit order by count ( * ) desc ;
告诉我所有关键变量的描述。	select t_rt_info.Tag_desc from t_rt_info where t_rt_info.Key_tag = 1 ;
每个关键变量都是什么意思？	select t_rt_info.Tag_desc from t_rt_info where t_rt_info.Key_tag = 1 ;
显示所有的关键变量。	select * from t_rt_info where t_rt_info.Key_tag = 1 ;
我想知道有哪些关键变量。	select * from t_rt_info where t_rt_info.Key_tag = 1 ;
将所有关键位号按它们的单位分组输出。	select * from t_rt_info where t_rt_info.Key_tag = 1 order by t_rt_info.Unit_code ;
每个不同的单位都有哪些是关键变量？	select * from t_rt_info where t_rt_info.Key_tag = 1 order by t_rt_info.Unit_code ;
装置二号催化装置中最近3小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 3 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
装置二催中最近96小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 96 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
装置2#催化装置中最近9小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 9 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
装置连续重整装置二号中最近24小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
最近12小时里重整装置2中的变量有哪些位点发生过低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 12 : 0 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
最近11小时里催化裂化装置1中的变量有哪些位点发生过低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 11 : 0 ' ) and t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
最近10小时里1#催化裂化中的变量有哪些位点发生过低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 10 : 0 ' ) and t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
最近36小时里1#催化装置中的变量有哪些位点发生过低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 36 : 0 ' ) and t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
最近13分钟内装置连续重整装置二号中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 13 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
最近26分钟内装置催化裂化装置二中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 26 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
最近28分钟内装置二号连续重整装置中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 28 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
最近41分钟内装置连续重整2中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 41 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
告诉我催化裂化装置二中的变量在最新的44分钟里发生过高值报警。	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 44 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
告诉我1#催化裂化装置中的变量在最新的45分钟里发生过高值报警。	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 45 ' ) and t_rt_info.Unit_code = '3B1CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
告诉我催化裂化装置二号中的变量在最新的38分钟里发生过高值报警。	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 38 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
告诉我2#重整装置中的变量在最新的23分钟里发生过高值报警。	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 23 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
统计每个装置中分别有多少个位号在过去46分钟内发生了高报。	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_data.Alarm_status = 2 group by t_rt_info.Unit_code ;
统计每个装置中分别有多少个位号在过去18分钟内发生了高报。	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 18 ' ) and t_rt_data.Alarm_status = 2 group by t_rt_info.Unit_code ;
在过去21分钟里，每个装置分别有几个变量发生过高报？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 21 ' ) and t_rt_data.Alarm_status = 2 group by t_rt_info.Unit_code ;
在过去53分钟里，每个装置分别有几个变量发生过高报？	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 53 ' ) and t_rt_data.Alarm_status = 2 group by t_rt_info.Unit_code ;
从今天中午8点到现在，哪些变量发生了报警，按不同的装置分别告诉我？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 8 : 0 ' ) group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status != 0 ) != 0 order by t_rt_info.Unit_code ;
从今天中午9点到现在，哪些变量发生了报警，按不同的装置分别告诉我？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 9 : 0 ' ) group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status != 0 ) != 0 order by t_rt_info.Unit_code ;
每个装置里从今天3点以后有哪些位号有过报警？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 3 : 0 ' ) group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status != 0 ) != 0 order by t_rt_info.Unit_code ;
每个装置里从今天1点以后有哪些位号有过报警？	select t_rt_data.Tag_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 1 : 0 ' ) group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status != 0 ) != 0 order by t_rt_info.Unit_code ;
告诉我今天报警次数最多的6个变量和它们所属的装置。	select t_rt_data.Tag_code , t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code , t_rt_info.Unit_code order by sum ( t_rt_data.Alarm_status != 0 ) desc limit 6 ;
告诉我今天报警次数最多的6个变量和它们所属的装置。	select t_rt_data.Tag_code , t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code , t_rt_info.Unit_code order by sum ( t_rt_data.Alarm_status != 0 ) desc limit 6 ;
哪1个变量在今天发生了最多次数的报警，同时告诉我它们位于哪个装置。	select t_rt_data.Tag_code , t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code , t_rt_info.Unit_code order by sum ( t_rt_data.Alarm_status != 0 ) desc limit 1 ;
哪2个变量在今天发生了最多次数的报警，同时告诉我它们位于哪个装置。	select t_rt_data.Tag_code , t_rt_info.Unit_code from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where date ( t_rt_data.Result_time ) = curdate ( ) group by t_rt_data.Tag_code , t_rt_info.Unit_code order by sum ( t_rt_data.Alarm_status != 0 ) desc limit 2 ;
从上午2点到现在，装置连续重整二有报警记录多少次？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 2 : 0 ' ) and t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Alarm_status != 0 ;
从上午9点到现在，装置二号催化裂化装置有报警记录多少次？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 9 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Alarm_status != 0 ;
从上午1点到现在，装置催化裂化2有报警记录多少次？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 1 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Alarm_status != 0 ;
从上午1点到现在，装置催化裂化2有报警记录多少次？	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 1 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Alarm_status != 0 ;
统计催化裂化装置一中变量今天7点以后发生报警的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 7 : 0 ' ) and t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Alarm_status != 0 ;
统计2#催化裂化中变量今天11点以后发生报警的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 11 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Alarm_status != 0 ;
统计连续重整二中变量今天7点以后发生报警的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 7 : 0 ' ) and t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Alarm_status != 0 ;
统计2#连续重整装置中变量今天3点以后发生报警的次数。	select count ( * ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( curdate ( ) , ' 3 : 0 ' ) and t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Alarm_status != 0 ;
装置催化装置2中最后一次有变量发生报警是什么时候？	select t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B2CHLH' and t_rt_data.Alarm_status != 0 order by t_rt_data.Id desc limit 1 ;
装置重整中最后一次有变量发生报警是什么时候？	select t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_data.Alarm_status != 0 order by t_rt_data.Id desc limit 1 ;
告诉我催化装置1中位号最近一次发生报警的时刻。	select t_rt_data.Result_time from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_info.Unit_code = '3B1CHLH' and t_rt_data.Alarm_status != 0 order by t_rt_data.Id desc limit 1 ;
